id,trial__id,struck_by,race,gender,defendant_race,strike_eligibility,cause_number,same_race,struck_state,year
7683,148,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1998-0021,same race,Not struck by State,1998
7684,148,Struck by the defense,White,Male,Black,Both State and Defense,1998-0021,different race,Not struck by State,1998
240,6,Juror chosen to serve on jury,Black,Unknown,White,Both State and Defense,1994-9942,different race,Not struck by State,1994
2733,55,Struck by the defense,White,Male,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
241,6,Struck by the defense,White,Unknown,White,Both State and Defense,1994-9942,same race,Not struck by State,1994
7764,150,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,1999-0044,different race,Not struck by State,1999
7765,150,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,1999-0044,different race,Not struck by State,1999
7766,150,Juror chosen to serve on jury,Black,Male,White,Both State and Defense,1999-0044,different race,Not struck by State,1999
7767,150,Struck by the defense,White,Male,White,Both State and Defense,1999-0044,same race,Not struck by State,1999
7769,150,Struck by the defense,White,Female,White,Both State and Defense,1999-0044,same race,Not struck by State,1999
7770,150,Juror chosen to serve on jury,White,Male,White,Both State and Defense,1999-0044,same race,Not struck by State,1999
7772,150,Juror chosen to serve on jury,White,Male,White,Both State and Defense,1999-0044,same race,Not struck by State,1999
7773,150,Struck by the state,Black,Female,White,State,1999-0044,different race,Struck by State,1999
7776,150,Juror chosen to serve on jury,Black,Male,White,Both State and Defense,1999-0044,different race,Not struck by State,1999
7777,150,Struck by the state,Black,Male,White,State,1999-0044,different race,Struck by State,1999
7778,150,Juror chosen to serve on jury,White,Male,White,Both State and Defense,1999-0044,same race,Not struck by State,1999
7779,150,Struck by the state,White,Male,White,State,1999-0044,same race,Struck by State,1999
7781,150,Struck by the defense,White,Female,White,Both State and Defense,1999-0044,same race,Not struck by State,1999
7782,150,Struck by the state,Black,Male,White,State,1999-0044,different race,Struck by State,1999
7783,150,Struck by the state,Black,Female,White,State,1999-0044,different race,Struck by State,1999
7784,150,Struck by the defense,White,Female,White,Both State and Defense,1999-0044,same race,Not struck by State,1999
7785,150,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,1999-0044,different race,Not struck by State,1999
7786,150,Struck by the state,Black,Male,White,State,1999-0044,different race,Struck by State,1999
4183,85,Struck by the state,Black,Male,Black,State,1997-7480,same race,Struck by State,1997
5761,110,Struck by the state,Black,Female,Black,State,2010-0032,same race,Struck by State,2010
5762,110,Struck by the state,Black,Female,Black,State,2010-0032,same race,Struck by State,2010
7842,151,Struck by the state,Black,Female,Black,State,1999-0063,same race,Struck by State,1999
7843,151,Struck by the defense,White,Female,Black,Both State and Defense,1999-0063,different race,Not struck by State,1999
7844,151,Struck by the state,Black,Male,Black,State,1999-0063,same race,Struck by State,1999
7846,151,Struck by the defense,White,Male,Black,Both State and Defense,1999-0063,different race,Not struck by State,1999
7847,151,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0063,different race,Not struck by State,1999
5763,110,Struck by the state,Black,Female,Black,State,2010-0032,same race,Struck by State,2010
5764,110,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2010-0032,same race,Not struck by State,2010
5765,110,Struck by the defense,White,Male,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5766,110,Struck by the state,White,Female,Black,State,2010-0032,different race,Struck by State,2010
5767,110,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2010-0032,same race,Not struck by State,2010
5768,110,Struck by the state,Black,Male,Black,State,2010-0032,same race,Struck by State,2010
5769,110,Struck by the state,Black,Female,Black,State,2010-0032,same race,Struck by State,2010
5772,110,Struck by the defense,White,Female,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5773,110,Struck by the state,Black,Female,Black,State,2010-0032,same race,Struck by State,2010
5774,110,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5775,110,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5776,110,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2010-0032,same race,Not struck by State,2010
5777,110,Struck by the state,White,Female,Black,State,2010-0032,different race,Struck by State,2010
5779,110,Struck by the defense,White,Male,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5781,110,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2010-0032,same race,Not struck by State,2010
5782,110,Struck by the state,White,Male,Black,State,2010-0032,different race,Struck by State,2010
5783,110,Struck by the defense,White,Female,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5784,110,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2010-0032,same race,Not struck by State,2010
5786,110,Struck by the defense,White,Female,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5787,110,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2010-0032,same race,Not struck by State,2010
5788,110,Struck by the defense,White,Male,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5789,110,Struck by the defense,White,Male,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5790,110,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5791,110,Struck by the defense,White,Female,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5792,110,Struck by the defense,White,Male,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
5793,110,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2010-0032,same race,Not struck by State,2010
5794,110,Struck by the state,Black,Female,Black,State,2010-0032,same race,Struck by State,2010
7869,151,Juror chosen to serve on jury,White,Male,Black,State,1999-0063,different race,Not struck by State,1999
7873,151,Struck by the defense,White,Female,Black,Both State and Defense,1999-0063,different race,Not struck by State,1999
2357,47,Struck by the defense,White,Female,Black,Both State and Defense,2001-0003,different race,Not struck by State,2001
9368,182,Juror chosen to serve on jury,White,Female,Black,State,2006-0056,different race,Not struck by State,2006
9369,182,Juror chosen to serve on jury,White,Female,Black,State,2006-0056,different race,Not struck by State,2006
9370,182,Struck by the defense,White,Male,Black,Both State and Defense,2006-0056,different race,Not struck by State,2006
9371,182,Struck by the defense,White,Female,Black,Both State and Defense,2006-0056,different race,Not struck by State,2006
9373,182,Struck by the state,Black,Female,Black,State,2006-0056,same race,Struck by State,2006
7889,152,Struck by the defense,White,Female,Black,Both State and Defense,1998-4432,different race,Not struck by State,1998
7884,152,Struck by the defense,White,Female,Black,Both State and Defense,1998-4432,different race,Not struck by State,1998
7883,152,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1998-4432,different race,Not struck by State,1998
7886,152,Struck by the state,Black,Female,Black,State,1998-4432,same race,Struck by State,1998
5760,110,Struck by the defense,White,Female,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
9522,186,Struck by the defense,White,Female,Black,Both State and Defense,2009-0048,different race,Not struck by State,2009
2359,47,Struck by the defense,White,Female,Black,Both State and Defense,2001-0003,different race,Not struck by State,2001
7992,154,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0091,different race,Not struck by State,2001
7995,154,Struck by the state,Black,Female,Black,State,2001-0091,same race,Struck by State,2001
7996,154,Struck by the state,Black,Female,Black,State,2001-0091,same race,Struck by State,2001
7998,154,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0091,different race,Not struck by State,2001
7999,154,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0091,different race,Not struck by State,2001
8000,154,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0091,different race,Not struck by State,2001
8001,154,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0091,different race,Not struck by State,2001
8003,154,Struck by the state,Black,Female,Black,State,2001-0091,same race,Struck by State,2001
8004,154,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2001-0091,same race,Not struck by State,2001
8005,154,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0091,different race,Not struck by State,2001
8006,154,Struck by the state,Black,Female,Black,State,2001-0091,same race,Struck by State,2001
8007,154,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0091,different race,Not struck by State,2001
8008,154,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0091,different race,Not struck by State,2001
8009,154,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0091,different race,Not struck by State,2001
8010,154,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0091,different race,Not struck by State,2001
4565,91,Struck by the state,Black,Male,Black,State,1998-0212,same race,Struck by State,1998
5770,110,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2010-0032,different race,Not struck by State,2010
9527,186,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2009-0048,same race,Not struck by State,2009
13069,269,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1992-4399,same race,Not struck by State,1992
13074,269,Struck by the state,Black,Female,Black,State,1992-4399,same race,Struck by State,1992
13076,269,Struck by the state,Black,Male,Black,State,1992-4399,same race,Struck by State,1992
13080,269,Struck by the state,Black,Female,Black,State,1992-4399,same race,Struck by State,1992
2725,55,Struck by the defense,White,Female,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2726,55,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1993-2165,same race,Not struck by State,1993
2727,55,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2728,55,Struck by the defense,White,Male,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2730,55,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2731,55,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2732,55,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2735,55,Struck by the defense,White,Female,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2736,55,Struck by the defense,White,Female,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2737,55,Struck by the state,Black,Female,Black,State,1993-2165,same race,Struck by State,1993
2738,55,Struck by the defense,White,Female,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2740,55,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2741,55,Struck by the defense,White,Female,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2742,55,Struck by the state,White,Male,Black,State,1993-2165,different race,Struck by State,1993
4773,95,Struck by the state,White,Female,Black,State,2000-0133,different race,Struck by State,2000
2744,55,Juror chosen to serve on jury,White,Female,Black,State,1993-2165,different race,Not struck by State,1993
2745,55,Juror chosen to serve on jury,White,Male,Black,State,1993-2165,different race,Not struck by State,1993
2746,55,Juror chosen to serve on jury,White,Male,Black,State,1993-2165,different race,Not struck by State,1993
2748,55,Juror chosen to serve on jury,White,Female,Black,State,1993-2165,different race,Not struck by State,1993
2749,55,Juror chosen as alternate,White,Male,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2750,55,Struck by the defense,White,Male,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
2751,55,Juror chosen to serve on jury,Black,Male,Black,State,1993-2165,same race,Not struck by State,1993
2729,55,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1993-2165,different race,Not struck by State,1993
242,6,Struck by the state,White,Female,White,State,1994-9942,same race,Struck by State,1994
8143,157,Struck by the state,Black,Male,Black,State,2006-0040,same race,Struck by State,2006
8144,157,Struck by the defense,White,Female,Black,Both State and Defense,2006-0040,different race,Not struck by State,2006
8146,157,Struck by the defense,White,Male,Black,Both State and Defense,2006-0040,different race,Not struck by State,2006
8148,157,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2006-0040,same race,Not struck by State,2006
8149,157,Struck by the state,Black,Female,Black,State,2006-0040,same race,Struck by State,2006
8150,157,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0040,same race,Not struck by State,2006
8151,157,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2006-0040,same race,Not struck by State,2006
8153,157,Struck by the state,White,Male,Black,State,2006-0040,different race,Struck by State,2006
8154,157,Struck by the state,Black,Male,Black,State,2006-0040,same race,Struck by State,2006
8155,157,Struck by the state,Black,Female,Black,State,2006-0040,same race,Struck by State,2006
8156,157,Struck by the defense,White,Female,Black,Both State and Defense,2006-0040,different race,Not struck by State,2006
8157,157,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0040,same race,Not struck by State,2006
8158,157,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0040,same race,Not struck by State,2006
243,6,Juror chosen to serve on jury,White,Male,White,Both State and Defense,1994-9942,same race,Not struck by State,1994
8197,158,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8240,159,Struck by the state,White,Female,White,State,2010-0041,same race,Struck by State,2010
8241,159,Struck by the defense,White,Female,White,Both State and Defense,2010-0041,same race,Not struck by State,2010
8243,159,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2010-0041,same race,Not struck by State,2010
8245,159,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2010-0041,same race,Not struck by State,2010
8246,159,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2010-0041,same race,Not struck by State,2010
8247,159,Struck by the defense,Black,Female,White,Both State and Defense,2010-0041,different race,Not struck by State,2010
8248,159,Struck by the defense,White,Male,White,Both State and Defense,2010-0041,same race,Not struck by State,2010
8249,159,Juror chosen to serve on jury,Black,Male,White,Both State and Defense,2010-0041,different race,Not struck by State,2010
8250,159,Struck by the defense,White,Female,White,Both State and Defense,2010-0041,same race,Not struck by State,2010
8251,159,Struck by the defense,White,Male,White,Both State and Defense,2010-0041,same race,Not struck by State,2010
8253,159,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2010-0041,same race,Not struck by State,2010
8254,159,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,2010-0041,different race,Not struck by State,2010
8255,159,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2010-0041,same race,Not struck by State,2010
1184,24,Struck by the state,White,Male,Black,State,2003-0104A,different race,Struck by State,2003
1185,24,Struck by the state,White,Female,Black,State,2003-0104A,different race,Struck by State,2003
1186,24,Struck by the defense,White,Female,Black,Both State and Defense,2003-0104A,different race,Not struck by State,2003
1187,24,Struck by the defense,White,Female,Black,Both State and Defense,2003-0104A,different race,Not struck by State,2003
1188,24,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2003-0104A,same race,Not struck by State,2003
1189,24,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2003-0104A,different race,Not struck by State,2003
1190,24,Struck by the defense,Black,Female,Black,Both State and Defense,2003-0104A,same race,Not struck by State,2003
1191,24,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2003-0104A,different race,Not struck by State,2003
1192,24,Struck by the defense,White,Female,Black,Both State and Defense,2003-0104A,different race,Not struck by State,2003
1193,24,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2003-0104A,same race,Not struck by State,2003
1195,24,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2003-0104A,different race,Not struck by State,2003
1196,24,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2003-0104A,different race,Not struck by State,2003
1197,24,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2003-0104A,different race,Not struck by State,2003
1198,24,Struck by the state,White,Male,Black,State,2003-0104A,different race,Struck by State,2003
1199,24,Struck by the defense,White,Female,Black,Both State and Defense,2003-0104A,different race,Not struck by State,2003
1201,24,Juror chosen to serve on jury,White,Male,Black,State,2003-0104A,different race,Not struck by State,2003
247,6,Struck by the defense,White,Unknown,White,Both State and Defense,1994-9942,same race,Not struck by State,1994
250,6,Struck by the state,Black,Male,White,State,1994-9942,different race,Struck by State,1994
265,6,Juror chosen to serve on jury,Black,Male,White,Both State and Defense,1994-9942,different race,Not struck by State,1994
8293,160,Struck by the defense,White,Male,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8294,160,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8295,160,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8296,160,Struck by the defense,White,Female,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8297,160,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,1999-0008,different race,Not struck by State,1999
8298,160,Juror chosen to serve on jury,White,Male,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8299,160,Struck by the state,White,Female,White,State,1999-0008,same race,Struck by State,1999
8300,160,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8301,160,Struck by the defense,White,Female,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8302,160,Struck by the defense,White,Female,White,Both State and Defense,1999-0008,same race,Not struck by State,1999
8329,161,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2000-0127,different race,Not struck by State,2000
8330,161,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2000-0127,same race,Not struck by State,2000
8331,161,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2000-0127,same race,Not struck by State,2000
8332,161,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2000-0127,different race,Not struck by State,2000
8408,162,Juror chosen to serve on jury,Black,Female,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
8407,162,Struck by the state,Black,Female,Unknown,State,2008-0021,different race,Struck by State,2008
8409,162,Juror chosen to serve on jury,White,Female,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
8410,162,Juror chosen to serve on jury,White,Female,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
2884,57,Struck by the state,White,Male,Black,State,1995-2214,different race,Struck by State,1995
6325,124,Struck by the defense,Black,Female,Black,Both State and Defense,2003-0154,same race,Not struck by State,2003
6330,124,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2003-0154,different race,Not struck by State,2003
6342,124,Juror chosen to serve on jury,Black,Female,Black,State,2003-0154,same race,Not struck by State,2003
6216,121,Juror chosen to serve on jury,White,Female,White,State,2000-0019[2],same race,Not struck by State,2000
6217,121,Struck by the state,Black,Female,White,State,2000-0019[2],different race,Struck by State,2000
6218,121,Juror chosen to serve on jury,Black,Female,White,State,2000-0019[2],different race,Not struck by State,2000
6220,121,Juror chosen to serve on jury,White,Female,White,State,2000-0019[2],same race,Not struck by State,2000
6221,121,Struck by the state,Black,Male,White,State,2000-0019[2],different race,Struck by State,2000
6225,121,Juror chosen as alternate,Black,Female,White,State,2000-0019[2],different race,Not struck by State,2000
8457,163,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8469,163,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8453,163,Struck by the defense,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8464,163,Struck by the defense,Black,Female,White,Both State and Defense,2009-0013,different race,Not struck by State,2009
8474,163,Struck by the defense,White,Male,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8458,163,Struck by the defense,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8419,162,Struck by the defense,White,Female,Unknown,Both State and Defense,2008-0021,different race,Not struck by State,2008
8459,163,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8460,163,Struck by the state,White,Male,White,State,2009-0013,same race,Struck by State,2009
8473,163,Struck by the state,White,Female,White,State,2009-0013,same race,Struck by State,2009
8463,163,Struck by the state,Black,Female,White,State,2009-0013,different race,Struck by State,2009
8466,163,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8455,163,Juror chosen to serve on jury,White,Male,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8456,163,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8449,163,Struck by the defense,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8451,163,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8462,163,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2009-0013,same race,Not struck by State,2009
8520,164,Struck by the defense,White,Female,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
8521,164,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0085,different race,Not struck by State,2001
6247,122,Struck by the defense,White,Male,Black,Both State and Defense,2000-0203,different race,Not struck by State,2000
6079,118,Struck by the state,Black,Female,White,State,1996-7381,different race,Struck by State,1996
6080,118,Juror chosen to serve on jury,White,Male,White,Both State and Defense,1996-7381,same race,Not struck by State,1996
6081,118,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1996-7381,same race,Not struck by State,1996
6082,118,Struck by the state,Black,Male,White,State,1996-7381,different race,Struck by State,1996
6083,118,Juror chosen to serve on jury,White,Male,White,Both State and Defense,1996-7381,same race,Not struck by State,1996
6084,118,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1996-7381,same race,Not struck by State,1996
8677,166,Struck by the state,Black,Male,Black,State,1999-0012,same race,Struck by State,1999
8653,166,Struck by the defense,White,Male,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8663,166,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8695,167,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2001-0072,same race,Not struck by State,2001
8696,167,Struck by the defense,White,Female,Black,Both State and Defense,2001-0072,different race,Not struck by State,2001
8697,167,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0072,different race,Not struck by State,2001
8698,167,Struck by the defense,White,Female,Black,Both State and Defense,2001-0072,different race,Not struck by State,2001
8699,167,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0072,different race,Not struck by State,2001
8700,167,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2001-0072,same race,Not struck by State,2001
8701,167,Struck by the defense,White,Male,Black,Both State and Defense,2001-0072,different race,Not struck by State,2001
8702,167,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0072,different race,Not struck by State,2001
8703,167,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2001-0072,same race,Not struck by State,2001
8704,167,Struck by the defense,White,Female,Black,Both State and Defense,2001-0072,different race,Not struck by State,2001
8705,167,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0072,different race,Not struck by State,2001
8706,167,Struck by the defense,White,Male,Black,Both State and Defense,2001-0072,different race,Not struck by State,2001
8707,167,Struck by the state,Black,Female,Black,State,2001-0072,same race,Struck by State,2001
8708,167,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2001-0072,same race,Not struck by State,2001
8709,167,Struck by the state,Black,Male,Black,State,2001-0072,same race,Struck by State,2001
8710,167,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2001-0072,same race,Not struck by State,2001
8711,167,Struck by the defense,White,Female,Black,Both State and Defense,2001-0072,different race,Not struck by State,2001
8712,167,Juror chosen to serve on jury,White,Female,Black,State,2001-0072,different race,Not struck by State,2001
8713,167,Juror chosen to serve on jury,Black,Female,Black,State,2001-0072,same race,Not struck by State,2001
8714,167,Juror chosen to serve on jury,White,Male,Black,State,2001-0072,different race,Not struck by State,2001
8659,166,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8660,166,Struck by the defense,White,Male,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8658,166,Struck by the defense,White,Female,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8662,166,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1999-0012,same race,Not struck by State,1999
8665,166,Struck by the defense,White,Male,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8667,166,Struck by the defense,White,Female,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8668,166,Struck by the state,Black,Male,Black,State,1999-0012,same race,Struck by State,1999
8654,166,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8664,166,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8655,166,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8657,166,Struck by the defense,White,Female,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8666,166,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0012,different race,Not struck by State,1999
8780,169,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0044,same race,Not struck by State,2006
6668,130,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-7192,different race,Not struck by State,1995
6669,130,Struck by the state,Black,Male,Black,State,1995-7192,same race,Struck by State,1995
6670,130,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1995-7192,same race,Not struck by State,1995
6671,130,Struck by the state,Black,Female,Black,State,1995-7192,same race,Struck by State,1995
6672,130,Struck by the defense,White,Unknown,Black,Both State and Defense,1995-7192,different race,Not struck by State,1995
6673,130,Struck by the state,Black,Male,Black,State,1995-7192,same race,Struck by State,1995
6674,130,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1995-7192,same race,Not struck by State,1995
6675,130,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1995-7192,same race,Not struck by State,1995
6676,130,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-7192,different race,Not struck by State,1995
6677,130,Struck by the state,Black,Female,Black,State,1995-7192,same race,Struck by State,1995
6678,130,Struck by the defense,Black,Male,Black,Both State and Defense,1995-7192,same race,Not struck by State,1995
6679,130,Struck by the defense,White,Female,Black,Both State and Defense,1995-7192,different race,Not struck by State,1995
6680,130,Struck by the defense,White,Male,Black,Both State and Defense,1995-7192,different race,Not struck by State,1995
6681,130,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-7192,different race,Not struck by State,1995
6682,130,Struck by the defense,White,Female,Black,Both State and Defense,1995-7192,different race,Not struck by State,1995
6683,130,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-7192,different race,Not struck by State,1995
6684,130,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-7192,different race,Not struck by State,1995
6685,130,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1995-7192,same race,Not struck by State,1995
8782,169,Struck by the defense,White,Male,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8767,169,Struck by the state,Black,Female,Black,State,2006-0044,same race,Struck by State,2006
8768,169,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2006-0044,same race,Not struck by State,2006
8769,169,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8775,169,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8773,169,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0044,same race,Not struck by State,2006
8784,169,Struck by the state,Black,Female,Black,State,2006-0044,same race,Struck by State,2006
8785,169,Struck by the defense,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8786,169,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8789,169,Struck by the state,Black,Female,Black,State,2006-0044,same race,Struck by State,2006
8790,169,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
8726,168,Struck by the state,Black,Female,Black,State,2006-0020,same race,Struck by State,2006
8776,169,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0044,different race,Not struck by State,2006
